id,module,code,subtopic,type,archetype,difficulty,depth,reviewStatus,version,correctAnswers,stem
D-COND-027,pytorch_compiler,D,torch.cond vs. torch.where,multiple,concept_boundary,3,implementation,agent_reviewed,1,A|C|D,"You have a data-dependent branch on a tensor value that causes a graph break. When choosing between `torch.where(cond, a, b)` and `torch.cond(cond, fn_true, fn_false, operands)` as a rewrite inside a compiled region, which statements are correct? (Select all that apply.)"
D-CPPBACK-017,pytorch_compiler,D,TorchInductor CPU C++ backend,multiple,concept_boundary,3,systems,agent_reviewed,1,A|C|D,"Which statements about TorchInductor's CPU C++ backend are correct? (Select all that apply.)"
D-CUSTOM-022,pytorch_compiler,D,Custom op registration + meta implementation,single,code_implementation,3,implementation,agent_reviewed,1,B,"A user registers a custom CUDA kernel via `torch.library` and calls it from a `torch.compile`d function. Which statement most accurately explains what the 'meta' (aka FakeTensor) implementation is for?"
D-DECOMP-012,pytorch_compiler,D,Decomposition of ATen ops in torch.compile,multiple,concept_boundary,3,implementation,agent_reviewed,1,A|C|D,"PyTorch 2's compile stack applies 'decompositions' that rewrite higher-level ATen ops into simpler primitive ops before Inductor codegen. Which statements about this decomposition are correct? (Select all that apply.)"
D-DYNAMIC-002,pytorch_compiler,D,Dynamic shape / Guard failure / Recompilation,single,performance_diagnosis,3,systems,agent_reviewed,1,D,"A user compiles the following function with the default `torch.compile(...)` and observes the `TORCH_LOGS=""recompiles""` output shown. Which diagnosis and fix pair is best supported?"
D-DYNAMO-001,pytorch_compiler,D,TorchDynamo / Graph break on Python side effect,single,code_implementation,3,implementation,agent_reviewed,1,D,"Given the following code and TorchDynamo log fragment, what is the most accurate description of the direct cause of the graph break and its immediate consequence?"
D-DYNKW-010,pytorch_compiler,D,torch.compile(dynamic=True vs. default),single,concept_boundary,3,systems,agent_reviewed,1,C,"Which comparison between `torch.compile(dynamic=True)` and the default (`dynamic=None`) behavior is most accurate?"
D-EXPCONS-019,pytorch_compiler,D,torch.export dynamic dim constraints,single,code_implementation,4,implementation,agent_reviewed,2,A,"Consider the export snippet below. Which best describes the exported program's accepted input space along the sequence dim?"
D-EXPORT-018,pytorch_compiler,D,torch.export produces an ExportedProgram,multiple,precise_definition,3,systems,agent_reviewed,2,A|B|D,"Which statements about `torch.export` and the `ExportedProgram` it produces are correct? (Select all that apply.)"
D-FAKE-026,pytorch_compiler,D,FakeTensor semantics,single,precise_definition,2,implementation,agent_reviewed,1,B,"Which statement most precisely defines a FakeTensor and its role in PyTorch 2?"
D-FALLBACK-025,pytorch_compiler,D,Eager fallback / ATen fallback for unsupported ops,single,code_implementation,3,implementation,agent_reviewed,1,B,"In the following compiled function, `weird_op` has no Inductor lowering but has a CUDA implementation in ATen. Which statement best describes what appears in the emitted code?"
D-FULL-028,pytorch_compiler,D,fullgraph=True error on graph break,single,code_implementation,2,implementation,agent_reviewed,1,B,"The following compiled function calls `print` inside the region. When compiled with `fullgraph=True`, what happens?"
D-FUNCT-013,pytorch_compiler,D,Functionalization of view + mutation,single,code_implementation,4,implementation,agent_reviewed,1,A,"The compiled function below mutates a view of `x`. Which best describes how functionalization handles the aliased mutation before Inductor codegen?"
D-FX-035,pytorch_compiler,D,FX Graph structure,multiple,precise_definition,2,implementation,agent_reviewed,1,B|C|D,"Which of the following statements about the FX Graph produced by TorchDynamo are correct? (Select all that apply.)"
D-GUARD-006,pytorch_compiler,D,TorchDynamo / Stride guard causing recompilation,single,performance_diagnosis,3,systems,agent_reviewed,2,B,"The user compiles the same shape but sometimes passes a contiguous tensor and sometimes a `.transpose(0,1)` view of it. TORCH_LOGS=""recompiles"" reports the excerpt shown. What is the most accurate reading?"
D-GUARDEXPR-034,pytorch_compiler,D,Guard expression on dim relations,single,code_implementation,4,systems,agent_reviewed,2,B,"The user compiles with `dynamic=True` and observes the guard message shown when they change from a divisible sequence length (64) to a non-divisible one (67). Which best interprets the guard and gives a valid remediation?"
D-INDUCTOR-003,pytorch_compiler,D,TorchInductor / Pointwise fusion,single,code_implementation,2,implementation,agent_reviewed,1,B,"Consider the following compiled function. `x` and `y` are CUDA FP32 tensors with identical shape `[1024, 1024]` and contiguous layout. Under standard PyTorch 2.3-2.5 defaults, roughly how many CUDA kernels does the compiled version launch per call, and why?"
D-MARK-007,pytorch_compiler,D,torch._dynamo.mark_dynamic,single,code_implementation,3,implementation,agent_reviewed,1,A,"Consider the following code. The intent is to compile once and reuse across several sequence lengths. Which statement best describes the behavior of `torch._dynamo.mark_dynamic`?"
D-MINIFIER-029,pytorch_compiler,D,Minifier / repro tool for torch.compile bugs,single,concept_boundary,3,systems,agent_reviewed,1,C,"A user hits a crash inside a compiled function and wants a minimal reproducer. Which statement best describes what TorchDynamo's minifier / repro tool does?"
D-MODE-031,pytorch_compiler,D,torch.compile modes: default, reduce-overhead, max-autotune,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B|D,"Which statements about `torch.compile` `mode` presets are correct? (Select all that apply.)"
D-MUT-023,pytorch_compiler,D,Mutation on a captured non-input tensor,single,code_implementation,4,implementation,agent_reviewed,1,D,"Consider a compiled function that mutates a tensor stored in a global list (not an input argument). Which best describes torch.compile's treatment of this pattern?"
D-RECDIAG-030,pytorch_compiler,D,Excessive recompilation diagnosis,single,performance_diagnosis,3,systems,agent_reviewed,2,C,"A training loop shows dozens of recompiles per epoch. The user checked shapes and confirms they are constant, and the model class is not being redefined. The recompile log excerpt is shown. Which remediation is best supported by the log?"
D-REDUCE-014,pytorch_compiler,D,TorchInductor reduction + pointwise fusion (softmax),single,code_implementation,3,implementation,agent_reviewed,1,B,"Consider a compiled numerically-stable softmax over the last dim of a `[8, 4096]` FP32 tensor. Which best describes the kernel structure TorchInductor typically produces on CUDA?"
D-SCHED-015,pytorch_compiler,D,TorchInductor scheduler across a reduction boundary,single,performance_diagnosis,3,systems,agent_reviewed,1,B,"The Inductor scheduler log for the compiled function shows two kernels: one for the reduction and one for the pointwise chain that follows. The user expected a single fused kernel. Which diagnosis best explains why two kernels were emitted?"
D-SYMINT-008,pytorch_compiler,D,SymInt / symbolic integer propagation,single,precise_definition,3,implementation,agent_reviewed,2,A,"Which statement most precisely defines the role of a SymInt in PyTorch 2's dynamic-shape support?"
D-TRITON-016,pytorch_compiler,D,TorchInductor generated Triton kernel structure,single,code_implementation,3,implementation,agent_reviewed,2,B,"TorchInductor's generated Triton kernel (with `TORCH_LOGS=output_code`) for `y = x * 2 + 1` on a large 1-D tensor looks roughly like the sketch below. Which observation is most accurate about this generated code?"
E-HLO-018,mlir_tvm_xla,E,XLA / HLO — semantics of a matmul-add fragment,single,ir_transformation,3,implementation,agent_reviewed,1,B,"Consider the following HLO fragment. Which statement about its semantics is correct?"
E-IREE-025,mlir_tvm_xla,E,IREE / MLIR-based end-to-end compiler + runtime,single,systems_dataflow,3,systems,agent_reviewed,1,D,"Which statement about IREE's architecture is correct?"
E-IREERT-026,mlir_tvm_xla,E,IREE / Compiler-runtime separation and edge deployment,single,systems_dataflow,2,systems,agent_reviewed,1,C,"Which statement best captures the reason IREE cleanly separates its compiler and runtime?"
E-MLIRAFF-007,mlir_tvm_xla,E,MLIR / Affine dialect — affine maps, integer sets, loop nests,single,ir_transformation,3,implementation,agent_reviewed,1,D,"Consider the following two loop-nest fragments; which statement about their status in the MLIR `affine` dialect is correct?"
E-MLIRCONV-003,mlir_tvm_xla,E,MLIR / Dialect Conversion, Conversion Target, Type Converter,single,ir_transformation,3,implementation,agent_reviewed,1,C,"You want to convert `func.func` bodies containing `arith.addi` on `i32` to an `llvm.func` using LLVM Dialect. You configure a `ConversionTarget` marking `LLVMDialect` as legal, `arith.addi` as illegal, register conversion patterns, and set a `TypeConverter` mapping `i32 → i32`. Which statement about the resulting Dialect Conversion is correct?"
E-MLIRDIA-002,mlir_tvm_xla,E,MLIR / Dialect, Trait, Interface,multiple,concept_boundary,3,systems,agent_reviewed,2,A|B|D,"Which of the following statements about MLIR Dialects, Traits, and Interfaces are correct? (Select all that apply.)"
E-MLIRGPU-010,mlir_tvm_xla,E,MLIR / GPU dialect — kernel launch, memory space, workgroup semantics,single,ir_transformation,3,implementation,agent_reviewed,1,C,"Consider the MLIR fragment below. Which statement about the `gpu.launch_func` and the callee `@kernel` is correct?"
E-MLIRLIN-004,mlir_tvm_xla,E,MLIR / Linalg Dialect, generic ops, iterator types,single,ir_transformation,3,implementation,agent_reviewed,1,A,"Consider the following `linalg.generic` op operating on `%A: tensor<MxKxf32>`, `%B: tensor<KxNxf32>`, `%C: tensor<MxNxf32>`. Which statement describes what this op computes?"
E-MLIRMEM-009,mlir_tvm_xla,E,MLIR / MemRef dialect — strides, memory space, layout,single,precise_definition,3,implementation,agent_reviewed,1,B,"Consider the MLIR type `memref<4x8xf32, strided<[8, 1], offset: 0>, 3>`. Which interpretation is correct?"
E-MLIROP-001,mlir_tvm_xla,E,MLIR / Operation / Region / Block / Value / Type / Attribute,single,precise_definition,2,textbook,agent_reviewed,1,B,"In MLIR's structural model, which statement about Operation, Region, Block, Value, Type, and Attribute is correct?"
E-MLIRPASS-008,mlir_tvm_xla,E,MLIR / Pass, PassManager, nested pipelines,single,precise_definition,2,systems,agent_reviewed,1,A,"Which statement about MLIR PassManager and Pass scoping is correct?"
E-MLIRPAT-005,mlir_tvm_xla,E,MLIR / Pattern Rewrite, greedy driver, canonicalization,single,ir_transformation,3,implementation,agent_reviewed,1,D,"The IR below is fed to the MLIR canonicalization pass with the standard `arith` folder/patterns registered. Which output is correct?"
E-MLIRTYPE-006,mlir_tvm_xla,E,MLIR / Tensor, MemRef, Vector types,multiple,concept_boundary,3,systems,agent_reviewed,2,B|C,"Which statements about MLIR `tensor`, `memref`, and `vector` types are correct? (Select all that apply.)"
E-ONNXFMT-030,mlir_tvm_xla,E,ONNX / Interchange format vs high-performance runtime,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B,"Which statements about ONNX as a model interchange format are correct? (Select all that apply.)"
E-ONNXOP-027,mlir_tvm_xla,E,ONNX / Operator Set, Opset versioning,single,precise_definition,2,textbook,agent_reviewed,1,C,"Which statement about ONNX opsets is correct?"
E-ONNXSHP-028,mlir_tvm_xla,E,ONNX / Shape inference — dynamic vs static shapes,single,precise_definition,2,implementation,agent_reviewed,1,D,"Which statement about ONNX shape inference and dynamic dimensions is correct?"
E-ONNXVER-029,mlir_tvm_xla,E,ONNX / Versioning, IR version vs Opset version,single,precise_definition,2,implementation,agent_reviewed,1,A,"Which statement correctly distinguishes ONNX's IR version from its opset version?"
E-STHLO-019,mlir_tvm_xla,E,StableHLO / Operator set stability and framework/compiler portability,single,concept_boundary,2,systems,agent_reviewed,1,B,"Which statement best describes the design purpose of StableHLO?"
E-STHLOPORT-024,mlir_tvm_xla,E,StableHLO / Framework-compiler portability design intent,single,paper_design_intent,3,research,agent_reviewed,1,A,"Which statement best captures the design rationale for putting a stable, versioned operator set (StableHLO) at the framework-compiler boundary?"
E-TVMEXT-016,mlir_tvm_xla,E,TVM / External library integration — BYOC, extern ops,single,systems_dataflow,3,systems,agent_reviewed,1,C,"Which statement about how TVM integrates external libraries (e.g., cuBLAS, cuDNN, TensorRT) into a Relax program is correct?"
E-TVMFUS-015,mlir_tvm_xla,E,TVM / Operator fusion — graph-level and tensor-level,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B,"Which statements about operator fusion in TVM are correct? (Select all that apply.)"
E-TVMMETA-014,mlir_tvm_xla,E,TVM / MetaSchedule — search-based auto-tuning,single,concept_boundary,3,systems,agent_reviewed,1,C,"Which statement about TVM's MetaSchedule is correct?"
E-TVMRLX-011,mlir_tvm_xla,E,TVM / Relax vs Relay — design motivation,single,paper_design_intent,3,research,agent_reviewed,1,C,"Which statement best captures the design motivation behind Relax over the older Relay IR in TVM Unity?"
E-TVMSCH-013,mlir_tvm_xla,E,TVM / TensorIR schedule primitives — split, bind, cache_read,multiple,ir_transformation,3,implementation,agent_reviewed,2,B|C|D,"You have a TensorIR PrimFunc computing `C = A + B` with a single loop `for i in range(N)`. Which of the following schedule sequences are consistent with the semantics of TensorIR schedule primitives? (Select all that apply.)"
E-TVMTIR-012,mlir_tvm_xla,E,TVM / TensorIR PrimFunc — compute + schedule separation,single,precise_definition,2,systems,agent_reviewed,1,C,"Which statement about TVM TensorIR PrimFunc is correct?"
E-TVMVM-017,mlir_tvm_xla,E,TVM / Relax VM runtime — dynamic execution model,single,systems_dataflow,3,systems,agent_reviewed,1,D,"Which statement about the Relax VM in TVM is correct?"
E-XLABUF-021,mlir_tvm_xla,E,XLA / Buffer assignment, aliasing, in-place operations,single,systems_dataflow,3,systems,agent_reviewed,1,A,"Which statement about XLA's buffer assignment pass is correct?"
E-XLAFUS-020,mlir_tvm_xla,E,XLA / Fusion — kinds and boundaries,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B,"Which statements about XLA's operator fusion are correct? (Select all that apply.)"
E-XLASHP-022,mlir_tvm_xla,E,XLA / Static vs dynamic shape handling,multiple,concept_boundary,3,systems,agent_reviewed,2,A|C|D,"Which statements about static vs dynamic shape handling in XLA / StableHLO are correct? (Select all that apply.)"
E-XLASPMD-023,mlir_tvm_xla,E,XLA SPMD / GSPMD — sharding annotations and automatic parallelization,single,systems_dataflow,3,systems,agent_reviewed,1,B,"Which statement about XLA SPMD partitioning (GSPMD) is correct?"
F-ATOMIC-032,cuda_triton_kernel,F,CUDA / Atomic operations — semantics and contention,single,code_implementation,3,implementation,agent_reviewed,1,A,"Consider two CUDA reduction kernels: (X) each thread does `atomicAdd(&out[0], x[i])` for one element; (Y) each thread block reduces its region locally via shared-memory tree then does one `atomicAdd(&out[0], partial)`. Which statement about their behavior is correct?"
F-ATTN-022,cuda_triton_kernel,F,CUDA / Attention — naive scaled dot-product vs materialized attention matrix,single,systems_dataflow,3,implementation,agent_reviewed,1,D,"In a naive scaled-dot-product attention `O = softmax(Q K^T / sqrt(d)) V` implemented as three separate kernels (compute S = QK^T, materialize P = softmax(S), compute O = PV), Q/K/V/O are FP16 with shape `[B, H, S, D]`. Which statement about memory traffic on A100 is correct?"
F-AUTOTUNE-008,cuda_triton_kernel,F,Triton / triton.autotune and configuration search,multiple,code_implementation,3,implementation,agent_reviewed,1,A|D,"Consider the Triton autotuned matmul-like kernel below. Which statements about `triton.autotune` are correct? (Select all that apply.)"
F-BANK-003,cuda_triton_kernel,F,Shared memory bank conflicts / Matrix transpose,single,code_implementation,3,implementation,agent_reviewed,1,B,"Consider the following CUDA matrix-transpose kernel using shared memory, launched with `blockDim = (32, 32)` and `gridDim = (N/32, N/32)` on sm_80. Which statement about shared-memory bank conflicts is correct?"
F-BARRIER-033,cuda_triton_kernel,F,CUDA / Synchronization — __syncthreads vs __syncwarp,single,precise_definition,2,implementation,agent_reviewed,1,D,"Which statement about `__syncthreads()` and `__syncwarp()` in CUDA is correct?"
F-BENCH-039,cuda_triton_kernel,F,Triton / Correctness testing and benchmarking discipline,multiple,code_implementation,3,systems,agent_reviewed,2,C|D,"Which practices are correct for testing and benchmarking a Triton kernel `my_kernel` versus a PyTorch reference on GPU? (Select all that apply.)"
F-BLOCKPTR-007,cuda_triton_kernel,F,Triton / tl.make_block_ptr and block pointers,single,code_implementation,3,implementation,agent_reviewed,1,C,"Which statement about `tl.make_block_ptr` in the following Triton kernel is correct?"
F-CGRAPH-025,cuda_triton_kernel,F,CUDA / CUDA Graph — capture, instantiation, launch overhead,single,systems_dataflow,3,systems,agent_reviewed,1,A,"Which statement about CUDA Graphs is correct?"
F-COALESCE-002,cuda_triton_kernel,F,Coalesced access / Global-memory strided reads,single,code_implementation,3,implementation,agent_reviewed,1,D,"The Triton kernel below reads FP32 values from `in_ptr` with a compile-time stride and writes them to `out_ptr` (dense). Launch config: BLOCK=256, stride=8, `in` is a contiguous FP32 tensor of length `N*stride`. On sm_80 (A100), which is the primary performance issue for the load?"
F-CONSTEXPR-010,cuda_triton_kernel,F,Triton / tl.constexpr specialization and re-compilation,single,code_implementation,2,implementation,agent_reviewed,1,D,"Consider the Triton kernel signature below. Which statement about the difference between `N` and `BLOCK` is correct?"
F-CONSTMEM-036,cuda_triton_kernel,F,CUDA / Constant memory,single,precise_definition,2,textbook,agent_reviewed,1,D,"Which statement about CUDA `__constant__` memory is correct?"
F-CORRECT-040,cuda_triton_kernel,F,Triton / Differential correctness testing under FP non-associativity,single,code_implementation,3,implementation,agent_reviewed,1,C,"You wrote a Triton FP16-in/FP32-accumulate matmul kernel and compare its FP32 output against `torch.matmul(a.float(), b.float())` (also FP32). You observe max absolute error ~5e-3 and max relative error ~1e-3 on random inputs with K=4096. Which conclusion is best supported?"
F-CPASYNC-027,cuda_triton_kernel,F,CUDA / cp.async and asynchronous global-to-shared copies,single,precise_definition,3,implementation,agent_reviewed,1,A,"Which statement about `cp.async` (introduced in Ampere / sm_80) is correct?"
F-DIVERGE-029,cuda_triton_kernel,F,CUDA / Warp divergence — cost and mitigation,multiple,code_implementation,3,implementation,agent_reviewed,2,B|C|D,"Which statements about intra-warp branch divergence are correct? (Select all that apply.)"
F-DOTPROD-004,cuda_triton_kernel,F,Triton reduction with atomic accumulation,multiple,code_implementation,3,implementation,agent_reviewed,1,A|B|C,"Consider the Triton kernel below computing a global FP32 dot product via per-block partials accumulated with `tl.atomic_add` into a single-element output `out`. Assume `x, y` are FP32 contiguous CUDA tensors of length N, and the caller sets `out` to 0 before launching. Which of the following statements are correct? (Select all that apply.)"
F-FLASHATTN-023,cuda_triton_kernel,F,CUDA / FlashAttention — tiling and IO-awareness,multiple,code_implementation,4,research,agent_reviewed,2,C|D,"The Triton FlashAttention-forward inner loop iterates over K/V tiles for a fixed Q tile, using an online-softmax running (m, l, acc) state. Which statements about the algorithm are correct? (Select all that apply.)"
F-GEMMFP16-015,cuda_triton_kernel,F,Triton GEMM / FP16 inputs, FP32 accumulation,multiple,code_implementation,3,implementation,agent_reviewed,2,B|C,"Consider the Triton GEMM inner loop below. Which statements about the `tl.dot` call and accumulator precision are correct? (Select all that apply.)"
F-GEMMSM-014,cuda_triton_kernel,F,CUDA GEMM / Shared-memory tiling — tile shape and reuse,single,formula_performance,3,implementation,agent_reviewed,1,B,"In a shared-memory tiled FP32 GEMM using thread-block tile size `BM × BN × BK` (with A tile `BM × BK` and B tile `BK × BN`), the number of GMEM bytes loaded per output tile and the number of FMA ops per output tile determine the arithmetic intensity. For a `128 × 128 × 32` thread-block tile, which statement is correct?"
F-GEMV-013,cuda_triton_kernel,F,CUDA / GEMV — row-parallel dot product with warp reduction,single,code_implementation,3,implementation,agent_reviewed,1,D,"The CUDA GEMV kernel below computes `y = A @ x` for a row-major FP32 matrix `A` of shape [M, K] and vector `x` of length K. Launch: `gridDim = (M,)`, `blockDim = (32,)` (one warp per row). Which statement about performance on sm_80 is correct?"
F-KVCACHE-024,cuda_triton_kernel,F,CUDA / KV Cache access pattern in decode-phase attention,single,systems_dataflow,3,systems,agent_reviewed,1,B,"During LLM decoding (one new token per step), the attention kernel loads Q (only 1 token) and reads the full KV Cache. Which statement about the memory-access pattern is correct?"
F-LAUNCH-038,cuda_triton_kernel,F,CUDA / Launch configuration limits,single,precise_definition,2,textbook,agent_reviewed,1,C,"For a compute-capability 8.0 (A100) GPU, which of the following kernel launch configurations is legal?"
F-LN-020,cuda_triton_kernel,F,CUDA / LayerNorm — welford / two-pass mean-variance,single,code_implementation,3,implementation,agent_reviewed,2,C,"The Triton LayerNorm kernel below is fused into a single pass per row (mean, variance, and normalization all inside one program). Which statement about this pattern is correct?"
F-MMA-016,cuda_triton_kernel,F,CUDA / mma.sync — matrix operand layout and warp-level cooperation,single,precise_definition,3,implementation,agent_reviewed,1,C,"Which statement about a Tensor Core `mma.sync` instruction (e.g., `mma.sync.aligned.m16n8k16.row.col.f32.f16.f16.f32`) is correct?"
F-OCC-030,cuda_triton_kernel,F,CUDA / Occupancy limiters — registers, SMEM, block size,single,formula_performance,3,systems,agent_reviewed,1,A,"On A100 (sm_80: 65536 registers/SM, 164 KB SMEM/SM configurable, max 2048 threads/SM, max 32 blocks/SM), a kernel uses 96 registers per thread, 32 KB SMEM per block, and 256 threads per block. Which statement about the resulting occupancy per SM is correct?"
F-ONLINE-021,cuda_triton_kernel,F,CUDA / Online softmax — tile-wise running max and sum,single,code_implementation,4,research,agent_reviewed,1,A,"The online-softmax recurrence processes a row of length N in tiles of size B (with T = N/B tiles). Let `(m_t, s_t)` be the running (max, sum-of-exp-with-max-subtracted) after tile t. Which update rule is correct when a new tile `x_new` (of size B) with local max `m_new` and local sum `s_new = sum(exp(x_new - m_new))` arrives?"
F-OTHER-009,cuda_triton_kernel,F,Triton / tl.load `other` parameter semantics,single,code_implementation,2,implementation,agent_reviewed,1,B,"You want to compute the *maximum* value of an FP32 tensor `x` of length N via a per-block reduction in Triton. Which value should be passed to `other` in `tl.load` at the tail to preserve correctness?"
F-PERSIST-037,cuda_triton_kernel,F,CUDA / Persistent kernel pattern,single,systems_dataflow,3,systems,agent_reviewed,1,A,"Which statement about the 'persistent kernel' pattern is correct?"
F-RACE-034,cuda_triton_kernel,F,CUDA / Race conditions on shared memory,single,code_implementation,3,implementation,agent_reviewed,1,A,"The kernel below is intended to compute `y[tid] = x[tid-1] + x[tid]` (with `y[0] = x[0]`) using shared memory. Identify the correctness issue."
F-REDUCE-011,cuda_triton_kernel,F,CUDA / Warp-level reduction using shuffle intrinsics,single,code_implementation,3,implementation,agent_reviewed,1,A,"Consider the following CUDA warp-reduction snippet inside a kernel where every thread of a warp holds a partial value in `val`. Which statement is correct?"
F-REGSPILL-031,cuda_triton_kernel,F,CUDA / Register spill and local memory,single,concept_boundary,3,systems,agent_reviewed,1,A,"In CUDA, when nvcc reports register spilling to 'local memory', which statement is correct?"
F-RMS-005,cuda_triton_kernel,F,Triton RMSNorm / Launch configuration and register pressure,single,code_implementation,3,implementation,agent_reviewed,1,B,"Consider the Triton row-parallel RMSNorm kernel below launched with `grid = (M,)` (one program per row), BLOCK=4096, N=4096. Which assessment is correct?"
F-SCAN-012,cuda_triton_kernel,F,CUDA / Prefix scan (Hillis-Steele vs Blelloch),single,code_implementation,3,implementation,agent_reviewed,1,A,"Consider the two parallel inclusive-scan patterns below over a warp/block of N=32 threads. Which statement about the two algorithms is correct?"
F-SOFTMAX-019,cuda_triton_kernel,F,CUDA / Softmax — numerical stability (subtract max),single,code_implementation,3,implementation,agent_reviewed,2,C,"The Triton row-parallel softmax kernel below computes `y[m, :] = softmax(x[m, :])`. Which statement about the design is correct?"
F-STREAM-026,cuda_triton_kernel,F,CUDA / Stream, Event, and asynchronous ordering,multiple,code_implementation,2,implementation,agent_reviewed,2,C|D,"Which statements about CUDA streams and events are correct? (Select all that apply.)"
F-TCORE-018,cuda_triton_kernel,F,Tensor Core / dtypes and per-architecture support,single,precise_definition,3,systems,agent_reviewed,1,C,"Which statement about Tensor Core dtype support across NVIDIA architectures is correct?"
F-TEXTURE-035,cuda_triton_kernel,F,CUDA / Texture and __ldg (read-only) path,single,concept_boundary,3,systems,agent_reviewed,1,B,"Which statement about the CUDA texture / read-only cache path (accessed via `__ldg`, texture objects, or `__restrict__` const pointers) is correct?"
F-TLPGM-006,cuda_triton_kernel,F,Triton / program_id and 2D launch grid,single,code_implementation,2,implementation,agent_reviewed,1,A,"The 2D Triton kernel below copies a row-major FP32 tensor of shape [M, N] with M=2048, N=1024. Launch: `grid = (triton.cdiv(M, BM), triton.cdiv(N, BN))`, `BM=32`, `BN=128`. Which statement about program (pid_m=17, pid_n=3) is correct?"
F-TRITON-001,cuda_triton_kernel,F,Triton / Mask and boundary handling,single,code_implementation,2,implementation,agent_reviewed,1,D,"Consider the Triton vector-add kernel below launched with grid = (triton.cdiv(N, BLOCK),), BLOCK=1024, N=1_000_000, and 1-D contiguous FP32 CUDA inputs `x`, `y`, `out` of length N. Which statement about the last program (pid = 976) is correct?"
F-WARP-028,cuda_triton_kernel,F,CUDA / Warp size, warp scheduling, and SIMT execution,single,precise_definition,2,textbook,agent_reviewed,1,A,"Which statement about NVIDIA warp execution is correct?"
F-WMMA-017,cuda_triton_kernel,F,CUDA / WMMA C++ API vs mma.sync PTX,single,concept_boundary,2,implementation,agent_reviewed,1,C,"Which statement about `nvcuda::wmma` (CUDA C++ API) vs raw `mma.sync` (PTX) is correct?"
G-ANSOR-024,graph_opt_schedule,G,Ansor / Design intent,single,paper_design_intent,4,research,agent_reviewed,1,A,"The Ansor paper (OSDI 2020) makes several design choices that distinguish it from prior work like AutoTVM and Halide autoscheduler. Which best describes Ansor's central design intent?"
G-AUTOTUNE-021,graph_opt_schedule,G,Autotuning / Measurement methodology,single,performance_diagnosis,3,systems,agent_reviewed,1,D,"An autotuner picks different 'best' configs across two consecutive runs. Single-config replay shows both configs measure at 0.42 ± 0.03 ms. Which is the most likely root cause and appropriate fix?"
G-BUDGET-029,graph_opt_schedule,G,Compilation budget / Runtime speedup trade-off,multiple,concept_boundary,3,systems,agent_reviewed,2,A|B|D,"A compiler exposes a knob 'tuning budget' (compilation time spent tuning) that trades off against runtime speed. Which statements about the trade-off are TRUE? (Select all that apply.)"
G-CFCSE-017,graph_opt_schedule,G,Constant folding / CSE / DCE / IR rewrite,single,ir_transformation,2,textbook,agent_reviewed,2,B,"Which sequence of classical optimizations transforms the 'Before' IR into the 'After' IR, and is the rewrite semantics-preserving?"
G-COSTMODEL-020,graph_opt_schedule,G,Cost model / Real measurement gap,multiple,concept_boundary,3,research,draft,2,B|C,"Modern autotuning frameworks (Ansor, MetaSchedule, AutoTVM) use cost models to prune the search space before actual measurement. Which of the following make a static analytical cost model DIVERGE from the measured wall-clock runtime? (Select all that apply.)"
G-FUSION-001,graph_opt_schedule,G,Operator fusion / Vertical vs. horizontal vs. epilogue,single,precise_definition,2,textbook,agent_reviewed,1,C,"In deep-learning compilers, three commonly discussed fusion patterns are 'vertical', 'horizontal', and 'epilogue' fusion. Which description matches all three correctly?"
G-FUSION-002,graph_opt_schedule,G,Operator fusion / Producer-consumer legality,single,concept_boundary,3,implementation,agent_reviewed,1,D,"A compiler considers fusing producer `T = f(A)` (pointwise) into consumer `Y = reduce_sum(T, axis=1)`. It observes that `T` is also consumed by a second, independent op `Z = g(T)` (pointwise). Which statement about this vertical fusion is correct?"
G-FUSION-003,graph_opt_schedule,G,Operator fusion / Fusion boundary,multiple,concept_boundary,3,implementation,draft,1,A|B|D,"Which of the following are legitimate fusion-boundary conditions that a deep-learning compiler must respect? (Select all that apply.)"
G-FUSION-004,graph_opt_schedule,G,Operator fusion / GEMM epilogue,single,ir_transformation,3,implementation,agent_reviewed,1,B,"The IR above shows a GEMM followed by a bias-add and GELU, and a proposed rewrite that folds them into a matmul epilogue. Which condition is required for the rewrite to be legal AND to deliver the intended memory-traffic benefit?"
G-FUSION-005,graph_opt_schedule,G,Operator fusion / Register-pressure regression,single,performance_diagnosis,4,systems,agent_reviewed,2,C,"A compiler fuses a 4-op pointwise chain with a downstream reduction into a single kernel on sm_80. Nsight Compute and ptxas outputs are above. The fused kernel is slower. Which is the best-supported explanation?"
G-HALIDE-025,graph_opt_schedule,G,Halide / Compute-schedule separation,single,paper_design_intent,4,research,agent_reviewed,1,D,"The Halide paper (PLDI 2013) is famous for separating a program's algorithm (the pure functional description of what to compute) from its schedule (the description of how to compute it — loop order, tiling, storage granularity, parallelism). Which best captures the paper's design intent behind this separation?"
G-INDUCTOR-027,graph_opt_schedule,G,TorchInductor scheduler / Fusion decisions,single,performance_diagnosis,3,systems,agent_reviewed,1,A,"The TorchInductor scheduler log above shows a pointwise chain fused but the subsequent reduction not fused with it. Given only this log, what is the most accurate reading of the scheduler's decision?"
